Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
78;21101066748;"Health, Sport, Rehabilitation";journal;"25202677, 25202685";"Springer Nature";Yes;No;;-;8;28;40;813;18;40;0,45;29,04;69,23;0;11;Ukraine;Eastern Europe;"Springer Nature";"2019-2024";"Complementary and Manual Therapy; Education; Occupational Therapy; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Rehabilitation";"Health Professions; Medicine; Social Sciences"
79;21101090412;"Historia Scholastica";journal;"2336680X, 18044913";"Comenius National Pedagogical Library";Yes;Yes;;-;2;12;13;470;1;13;0,08;39,17;50,00;0;5;Czech Republic;Eastern Europe;"Comenius National Pedagogical Library";"2019-2024";"Education; History; Social Sciences (miscellaneous)";"Arts and Humanities; Social Sciences"
80;21101047721;"Human Research in Rehabilitation";journal;"22329935, 2232996X";"Institute for Human Rehabilitation";Yes;Yes;;-;4;14;24;242;1;24;0,04;17,29;55,88;0;5;Bosnia and Herzegovina;Eastern Europe;"Institute for Human Rehabilitation";"2019-2024";"Education; Rehabilitation; Social Psychology";"Medicine; Psychology; Social Sciences"
81;21101038734;"Infectious Diseases: News, Opinions, Training";journal;"26587394, 23053496";"Geotar Media Publishing Group";No;No;;-;8;73;56;1572;15;55;0,27;21,53;64,66;1;49;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education; Immunology and Allergy; Infectious Diseases";"Medicine; Social Sciences"
82;21101138521;"Journal of Education Culture and Society";journal;"20811640";"Pro Scientia Publica Foundation";Yes;No;;-;14;66;39;1619;15;39;0,38;24,53;68,18;1;18;Poland;Eastern Europe;"Pro Scientia Publica Foundation";"2019-2024";"Education; History; History and Philosophy of Science; Psychology (miscellaneous); Sociology and Political Science";"Arts and Humanities; Psychology; Social Sciences"
83;21101063020;"Journal of Linguistic and Intercultural Education";journal;"20656599";"Universitatea "1 Decembrie 1918" Alba Iulia";No;No;;-;2;12;31;351;0;31;0,00;29,25;84,62;0;0;Romania;Eastern Europe;"Universitatea "1 Decembrie 1918" Alba Iulia";"2019-2022";"Education; Linguistics and Language";"Social Sciences"
84;21101037306;"Journal of Teaching English for Specific and Academic Purposes";journal;"23349182, 23349212";"University of Nis";No;No;;-;6;26;53;743;15;49;0,28;28,58;78,26;0;10;Serbia;Eastern Europe;"University of Nis";"2019-2025";"Education";"Social Sciences"
85;21101030204;"Journal of Women's Entrepreneurship and Education";journal;"18211283, 24060674";"Institute of Economic Sciences";Yes;No;;-;10;19;13;637;1;13;0,08;33,53;70,27;1;14;Serbia;Eastern Europe;"Institute of Economic Sciences";"2019-2024";"Business, Management and Accounting (miscellaneous); Education; Gender Studies";"Business, Management and Accounting; Social Sciences"
86;21101042128;"Juridical Tribune";journal;"22477195, 22480382";"Bucharest University of Economic Studies";Yes;Yes;;-;9;38;63;1259;9;62;0,14;33,13;46,77;0;21;Romania;Eastern Europe;"Bucharest University of Economic Studies";"2019-2023";"Education; Law; Political Science and International Relations; Public Administration";"Social Sciences"
87;21101262994;"Kinesiologia Slovenica";journal;"13182269, 22324062";"University of Ljubljana";No;No;;-;4;17;0;520;0;0;0,00;30,59;20,37;0;0;Slovenia;Eastern Europe;"University of Ljubljana";"2020-2024";"Anthropology; Education; Health (social science)";"Social Sciences"
88;21101216643;"Magistra Iadertina";journal;"18490018, 18463606";"University of Zadar Department of Teacher and Preschool Teacher Education";Yes;Yes;;-;1;12;0;332;0;0;0,00;27,67;75,00;0;0;Croatia;Eastern Europe;"University of Zadar Department of Teacher and Preschool Teacher Education";"2020-2024";"Arts and Humanities (miscellaneous); Education";"Arts and Humanities; Social Sciences"
89;21101181929;"Mathematics and Education in Mathematics";journal;"13133330, 28154002";"Union of Bulgarian Mathematicians";No;No;;-;3;27;21;241;0;21;0,00;8,93;36,59;0;1;Bulgaria;Eastern Europe;"Union of Bulgarian Mathematicians";"2019-2024";"Applied Mathematics; Computer Science (miscellaneous); Education; Mathematics (miscellaneous)";"Computer Science; Mathematics; Social Sciences"
90;21101034433;"Musical Art and Education";journal;"23091428";"Moscow Pedagogical State University";Yes;No;;-;5;33;34;649;7;34;0,21;19,67;68,57;0;8;Russian Federation;Eastern Europe;"Moscow Pedagogical State University";"2019-2024";"Developmental and Educational Psychology; Education; Music";"Arts and Humanities; Psychology; Social Sciences"
91;21101268226;"National Psychological Journal";journal;"20796617, 23099828";"Lomonosov Moscow State University";Yes;Yes;;-;4;41;0;1652;0;0;0,00;40,29;67,78;0;0;Russian Federation;Eastern Europe;"Lomonosov Moscow State University";"2020-2021, 2023-2024";"Applied Psychology; Education; Experimental and Cognitive Psychology; Psychology (miscellaneous)";"Psychology; Social Sciences"
92;21101072016;"Neofilolog";journal;"14292173, 25453971";"Polskie Towarzystwo Neofilologiczne";Yes;Yes;;-;4;38;49;1075;10;45;0,20;28,29;76,47;0;4;Poland;Eastern Europe;"Polskie Towarzystwo Neofilologiczne";"2019-2024";"Education; Linguistics and Language";"Social Sciences"
93;21101124730;"Neonatology";journal;"23082402, 26587424";"Geotar Media Publishing Group";No;No;;-;5;39;39;1287;9;36;0,23;33,00;67,94;4;15;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education; Family Practice; Medicine (miscellaneous); Pediatrics, Perinatology and Child Health";"Medicine; Social Sciences"
94;21101055930;"Open Education Studies";journal;"25447831";"Walter de Gruyter GmbH";Yes;No;;-;11;26;22;1125;13;22;0,59;43,27;49,09;4;7;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2019-2025";"Developmental and Educational Psychology; Education; Social Sciences (miscellaneous)";"Psychology; Social Sciences"
95;21101040604;"Pedagogy of Physical Culture and Sports";journal;"26649837";"Iermakov Sergii Sidorovich";Yes;No;;-;11;48;0;1502;0;0;0,00;31,29;38,52;0;8;Ukraine;Eastern Europe;"Iermakov Sergii Sidorovich";"2020-2024";"Education; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation";"Health Professions; Medicine; Social Sciences"
96;21101119578;"Philological Class";journal;"20712405, 26585235";"Ural State Pedagogical University";Yes;Yes;;-;3;95;108;3076;6;108;0,06;32,38;81,74;0;0;Russian Federation;Eastern Europe;"Ural State Pedagogical University";"2019-2024";"Education; Linguistics and Language; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
97;21101204532;"Prace Literaturoznawcze";journal;"24500798, 23535164";"University of Warmia and Mazury";No;No;;-;1;19;0;546;0;0;0,00;28,74;68,42;0;0;Poland;Eastern Europe;"University of Warmia and Mazury";"2020-2024";"Education; Linguistics and Language; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
98;21100976733;"Przeglad Rusycystyczny";journal;"0137298X";"Polskie Towarzystwo Rusycystyczne";Yes;Yes;;-;2;60;56;1062;0;54;0,00;17,70;66,67;0;0;Poland;Eastern Europe;"Polskie Towarzystwo Rusycystyczne";"2019-2024";"Cultural Studies; Education; Linguistics and Language; Literature and Literary Theory; Philosophy";"Arts and Humanities; Social Sciences"
99;21101154815;"Rocznik Teologii Katolickiej";journal;"16448855";"Department of Catholic Theology, University of Bialystok";No;No;;-;2;14;14;390;0;14;0,00;27,86;7,69;0;1;Poland;Eastern Europe;"Department of Catholic Theology, University of Bialystok";"2019-2023";"Education; History; Philosophy; Religious Studies";"Arts and Humanities; Social Sciences"
100;21101125267;"Russian Language at School";journal;"26190966, 01316141";"Nash Language Limited Liability Company";No;No;;-;3;84;101;758;17;100;0,17;9,02;76,25;0;10;Russian Federation;Eastern Europe;"Nash Language Limited Liability Company";"2019-2025";"Education; Linguistics and Language";"Social Sciences"
101;21101040697;"Russian Language Studies";journal;"26188171, 26188163";"RUDN University";Yes;Yes;;-;7;29;58;725;7;53;0,12;25,00;72,73;0;7;Russian Federation;Eastern Europe;"RUDN University";"2018-2024";"Education; Linguistics and Language";"Social Sciences"
102;21101037305;"Russian Psychological Journal";journal;"18121853, 24115789";"Russian Psychological Society";Yes;No;;-;5;23;29;896;12;29;0,41;38,96;73,68;0;7;Russian Federation;Eastern Europe;"Russian Psychological Society";"2019-2024";"Education; Psychology (miscellaneous)";"Psychology; Social Sciences"
103;21100904912;"Science for Education Today (discontinued)";journal;"26586762";"Novosibirsk State Pedagogical University";No;No;;-;9;75;80;2147;79;80;0,99;28,63;78,82;0;31;Russian Federation;Eastern Europe;"Novosibirsk State Pedagogical University";"2019-2020";"Education";"Social Sciences"
104;21101128483;"Scientific Herald of Uzhhorod University. Series Physics (discontinued)";journal;"24158038";"Uzhhorod National University";No;No;;-;11;6;28;129;2;28;0,07;21,50;33,33;0;0;Ukraine;Eastern Europe;"Uzhhorod National University";"2019-2024";"Physics and Astronomy (miscellaneous)";"Physics and Astronomy"
105;21101145499;"Slobozhanskyi Herald of Science and Sport";journal;"23116374, 19910177";"Kharkiv State Academy of Physical Culture";Yes;Yes;;-;6;71;101;1245;11;101;0,11;17,54;55,07;0;5;Ukraine;Eastern Europe;"Kharkiv State Academy of Physical Culture";"2019-2024";"Education; Physical Therapy, Sports Therapy and Rehabilitation";"Health Professions; Social Sciences"
106;21101034439;"Studia Sportiva";journal;"25708783, 18027679";"Masaryk University Faculty of Sports Studies";No;No;;-;4;14;2;302;0;2;0,00;21,57;45,00;0;1;Czech Republic;Eastern Europe;"Masaryk University Faculty of Sports Studies";"2019-2024";"Applied Psychology; Education; Health (social science); Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Tourism, Leisure and Hospitality Management";"Business, Management and Accounting; Health Professions; Medicine; Psychology; Social Sciences"
107;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";"RUDN University";Yes;Yes;;-;11;28;99;735;24;96;0,18;26,25;69,23;0;8;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies; Education; Linguistics and Language";"Social Sciences"
108;21101195782;"Ukrainian Journal of Cardiology";journal;"1608635X, 26644479";"National Scientific Center Academician M D Strazhesko Institute of Cardiology of the National Academy of Medical Sciences of Ukraine";No;No;;-;4;43;44;1086;1;44;0,02;25,26;51,02;0;26;Ukraine;Eastern Europe;"National Scientific Center Academician M D Strazhesko Institute of Cardiology of the National Academy of Medical Sciences of Ukraine";"2019-2024";"Cardiology and Cardiovascular Medicine; Education; Emergency Medical Services; Internal Medicine";"Health Professions; Medicine; Social Sciences"
109;21101038532;"Ukrainian Journal of Radiology and Oncology";journal;"27087166, 27087174";"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";Yes;No;;-;4;32;0;528;0;0;0,00;16,50;51,67;0;21;Ukraine;Eastern Europe;"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";"2020-2024";"Education; Oncology; Radiological and Ultrasound Technology; Radiology, Nuclear Medicine and Imaging";"Health Professions; Medicine; Social Sciences"
110;21101049681;"Verbum (Lithuania)";journal;"20296223, 25388746";"Vilnius University Press";Yes;Yes;;-;2;8;5;214;0;5;0,00;26,75;83,33;0;0;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2025";"Education; Linguistics and Language";"Social Sciences"
