Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11;21100298667;"Center for Educational Policy Studies Journal";journal;"18559719, 22322647";"University of Ljubljana";Yes;Yes;0,372;Q3;24;38;104;1508;115;91;0,88;39,68;67,80;1;7;Slovenia;Eastern Europe;"University of Ljubljana";"2011-2024";"Education (Q3)";"Social Sciences"
12;21100898602;"Vysshee Obrazovanie v Rossii";journal;"08693617, 20720459";"Moscow Polytechnic University";Yes;Yes;0,292;Q3;15;139;337;2860;356;335;1,06;20,58;62,93;0;74;Russian Federation;Eastern Europe;"Moscow Polytechnic University";"2018-2025";"Sociology and Political Science (Q2); Education (Q3)";"Social Sciences"
13;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";"Institute of Philosophy, Russian Academy of Sciences";Yes;No;0,291;-;10;54;238;1037;133;236;0,37;19,20;36,21;0;1;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Philosophy (Q1); History and Philosophy of Science (Q2)";"Arts and Humanities"
14;21100790339;"Integration of Education";journal;"19919468, 23081058";"National Research Ogarev Mordovia State University";Yes;Yes;0,278;Q3;12;37;132;1205;133;132;1,21;32,57;70,33;0;20;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2016-2024";"Education (Q3)";"Social Sciences"
15;21100229177;"Journal of Psychological and Educational Research";journal;"22471537";"Editura Universitati din Oradea";No;No;0,277;Q3;11;16;46;789;34;46;0,73;49,31;65,63;0;3;Romania;Eastern Europe;"Editura Universitati din Oradea";"2011-2024";"Applied Psychology (Q3); Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
16;21100220434;"Science of Gymnastics Journal";journal;"22322639, 18557171";"University of Ljubljana Press";Yes;Yes;0,274;Q3;15;33;89;1082;50;81;0,44;32,79;57,14;0;0;Slovenia;Eastern Europe;"University of Ljubljana Press";"2012-2024";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
17;21100942842;"Physical Education Theory and Methodology";journal;"19937997, 19937989";"OVS LLC";Yes;No;0,271;-;16;33;24;1019;45;24;1,88;30,88;50,89;0;6;Ukraine;Eastern Europe;"OVS LLC";"2019-2024";"Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
18;12900154728;"New Educational Review";journal;"17326729";"Adam Marszalek Publishing House";No;No;0,233;Q3;18;62;266;1254;117;260;0,31;20,23;59,71;0;13;Poland;Eastern Europe;"Adam Marszalek Publishing House";"2008-2024";"Education (Q3)";"Social Sciences"
19;21100827888;"Studia Paedagogica";journal;"18037437, 23364521";"Masaryk University, Faculty of Arts";Yes;Yes;0,230;Q3;9;34;100;1732;40;89;0,42;50,94;59,72;0;13;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2017-2024";"Education (Q3)";"Social Sciences"
20;21100886400;"Education and Self Development";journal;"19917740";"Kazan Federal University";Yes;No;0,228;Q3;10;45;75;1208;36;67;0,48;26,84;72,73;0;20;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2024";"Political Science and International Relations (Q2); Development (Q3); Education (Q3)";"Social Sciences"
21;21100840458;"Periodicals of Engineering and Natural Sciences";journal;"23034521";"International University of Sarajevo";Yes;No;0,225;-;27;238;341;5499;441;341;1,21;23,11;37,60;0;49;Bosnia and Herzegovina;Eastern Europe;"International University of Sarajevo";"2017-2025";"Architecture (Q2); Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Bioengineering (Q4); Biomedical Engineering (Q4)";"Chemical Engineering; Computer Science; Engineering"
22;21100787020;"Astra Salvensis (discontinued)";journal;"23441887, 23934727";"Transilvanian Association for the Literarure and Culture of Romanian People (ASTRA)";Yes;Yes;0,223;Q3;15;82;686;3213;296;678;0,37;39,18;58,52;0;10;Romania;Eastern Europe;"Transilvanian Association for the Literarure and Culture of Romanian People (ASTRA)";"2013-2022";"History (Q1); Literature and Literary Theory (Q1); Religious Studies (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
23;21100857102;"Ethics and Bioethics (in Central Europe)";journal;"13385615, 24537829";"Sciendo";Yes;Yes;0,221;Q3;6;15;59;443;20;58;0,31;29,53;27,27;1;6;Poland;Eastern Europe;"Sciendo";"2017-2024";"Philosophy (Q2); Education (Q3); Health Policy (Q4)";"Arts and Humanities; Medicine; Social Sciences"
24;21100996943;"Psychological Science and Education";journal;"18142052, 23117273";"Moscow State University of Psychology and Education";Yes;Yes;0,215;Q3;17;44;186;1054;110;181;0,58;23,95;67,12;0;11;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"1999, 2004-2024";"Education (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
25;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";"Russian Psychological Society";Yes;Yes;0,212;-;17;47;174;1931;129;170;0,84;41,09;65,63;0;20;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Psychology (miscellaneous) (Q3)";"Psychology"
26;21100258947;"Teoriya i Praktika Fizicheskoy Kultury";journal;"00403601";"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";No;No;0,207;Q3;14;443;1439;2668;384;1275;0,29;6,02;57,21;0;92;Russian Federation;Eastern Europe;"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";"1955, 1961, 2012-2025";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Social Sciences"
27;21100898037;"Journal on Efficiency and Responsibility in Education and Science";journal;"23362375, 18031617";"Czech University of Life Sciences Prague";Yes;Yes;0,204;Q3;14;17;38;1020;37;38;1,16;60,00;58,54;1;3;Czech Republic;Eastern Europe;"Czech University of Life Sciences Prague";"2008-2024";"Education (Q3)";"Social Sciences"
28;21100831441;"TEM Journal";journal;"22178309, 22178333";"UIKTEN - Association for Information Communication Technology Education and Science";Yes;No;0,199;Q4;26;233;445;4597;454;445;1,07;19,73;47,05;0;56;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2024";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3); Education (Q4); Information Systems (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
29;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"17362563";"Estonian Association Applied Linguists";Yes;Yes;0,197;Q4;10;14;38;485;17;38;0,50;34,64;75,86;0;2;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2024";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
30;21100265696;"International Journal of Euro-Mediterranean Studies";journal;"22326022, 18553362";"EMUNI University";Yes;Yes;0,195;Q4;5;13;38;585;11;24;0,10;45,00;63,16;0;7;Slovenia;Eastern Europe;"EMUNI University";"2012-2024";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4); Education (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
31;5700169467;"Sodobna Pedagogika/Journal of Contemporary Educational Studies";journal;"00380474";"Association of Slovenian Educationalists";No;No;0,195;Q4;8;50;114;1463;25;101;0,23;29,26;79,00;0;22;Slovenia;Eastern Europe;"Association of Slovenian Educationalists";"2015-2024";"Education (Q4)";"Social Sciences"
32;19900193932;"Informacios Tarsadalom";journal;"15878694";"Infonia";No;No;0,190;-;7;28;71;821;16;71;0,25;29,32;43,18;0;9;Hungary;Eastern Europe;"Infonia";"2008-2024";"Communication (Q3)";"Social Sciences"
33;21100782416;"Music Scholarship (discontinued)";journal;"27823598, 2782358X";"Scholarly-Methodical Center";Yes;No;0,188;Q4;7;80;232;984;52;230;0,26;12,30;66,98;0;2;Russian Federation;Eastern Europe;"Scholarly-Methodical Center";"2016-2021";"Music (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
34;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";"LLC Ecological Help";No;No;0,183;Q4;10;207;494;5647;187;494;0,38;27,28;77,38;0;100;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
35;21100829711;"ELOPE: English Language Overseas Perspectives and Enquiries";journal;"15818918, 23860316";"Ljubljana University Press";Yes;Yes;0,182;Q4;5;27;44;836;6;43;0,10;30,96;64,86;0;4;Slovenia;Eastern Europe;"Ljubljana University Press";"2015-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
36;14008;"Hrvatska Revija Za Rehabilitacijska Istrazivanja";journal;"13313010";"University of Zagreb, Faculty of Education and Rehabilitation Sciences";Yes;Yes;0,182;-;13;21;80;974;27;79;0,16;46,38;85,71;0;8;Croatia;Eastern Europe;"University of Zagreb, Faculty of Education and Rehabilitation Sciences";"1999-2006, 2008-2024";"Developmental and Educational Psychology (Q4); Rehabilitation (Q4)";"Medicine; Psychology"
37;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";"National Research University Higher School of Economics";No;No;0,181;Q4;10;49;146;1771;61;135;0,46;36,14;61,86;0;8;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
38;21100901016;"Journal of Language and Education";journal;"24117390";"National Research University Higher School of Economics";Yes;Yes;0,177;Q4;14;54;71;2784;54;71;0,76;51,56;48,54;1;9;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2018-2024";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
39;21100775661;"Physical Culture and Sport, Studies and Research";journal;"20812221, 18994849";"De Gruyter Open Ltd";Yes;No;0,177;Q4;14;25;81;1163;57;81;0,49;46,52;30,30;1;5;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2025";"Cultural Studies (Q2); Applied Psychology (Q4); Education (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
40;21100781490;"Studies About Languages";journal;"16482824, 20297203";"Kauno Technologijos Universitetas";Yes;Yes;0,175;Q4;7;16;48;665;13;48;0,22;41,56;91,67;0;0;Lithuania;Eastern Europe;"Kauno Technologijos Universitetas";"2016-2024";"Archeology (arts and humanities) (Q2); Linguistics and Language (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
41;21100913650;"Teaching of Mathematics";journal;"14514966, 24061077";"Drustvo Matematicara Srbije";Yes;Yes;0,171;Q4;10;12;26;130;11;26;0,53;10,83;18,75;0;1;Serbia;Eastern Europe;"Drustvo Matematicara Srbije";"1998-2024";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
42;11700154706;"Pedagogika";journal;"20290551, 13920340";"Vytautas Magnus University";Yes;Yes;0,170;Q4;11;51;189;2159;67;181;0,38;42,33;72,09;2;18;Lithuania;Eastern Europe;"Vytautas Magnus University";"2008-2025";"Education (Q4)";"Social Sciences"
43;14000156183;"Croatian Journal of Education";journal;"18485197, 18485189";"Faculty of Teacher Education, University of Zagreb";Yes;No;0,166;Q4;15;79;186;3236;66;173;0,32;40,96;64,84;0;18;Croatia;Eastern Europe;"Faculty of Teacher Education, University of Zagreb";"2011-2024";"Education (Q4)";"Social Sciences"
44;21100896926;"Creativity";journal;"23540036";"Sciendo";Yes;No;0,164;Q4;10;17;34;833;21;34;0,62;49,00;84,00;0;1;Poland;Eastern Europe;"Sciendo";"2018-2025";"Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q3); Education (Q4); Social Psychology (Q4); Statistics, Probability and Uncertainty (Q4)";"Arts and Humanities; Decision Sciences; Psychology; Social Sciences"
45;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,163;Q4;12;21;46;761;22;39;0,52;36,24;54,84;0;9;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Sociology and Political Science (Q3); Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
46;21100896882;"Journal of Educational and Social Research";journal;"2239978X, 22400524";"Richtmann Publishing Ltd";No;No;0,162;Q4;15;132;115;4564;77;115;0,67;34,58;53,33;1;43;Poland;Eastern Europe;"Richtmann Publishing Ltd";"2018-2025";"Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
47;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";"Vserossiiskoe Obshchestvo Kardiologov";Yes;Yes;0,158;-;26;150;282;4014;206;281;0,69;26,76;63,28;2;93;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
48;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";"University of Zagreb";Yes;Yes;0,157;Q4;12;24;61;1030;28;53;0,49;42,92;81,25;0;7;Croatia;Eastern Europe;"University of Zagreb";"2008-2024";"Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Social Work (Q4)";"Psychology; Social Sciences"
49;21100910239;"Journal of Elementary Education";journal;"23504803, 18554431";"University of Maribor Press";Yes;Yes;0,154;Q4;8;31;75;1306;27;75;0,35;42,13;54,55;1;9;Slovenia;Eastern Europe;"University of Maribor Press";"2015-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
50;21100896893;"Frontiers of Nursing";journal;"25448994";"Sciendo";Yes;Yes;0,152;Q4;9;37;85;1266;32;85;0,38;34,22;66,18;0;10;Poland;Eastern Europe;"Sciendo";"2018-2024";"Education (Q4); Nursing (miscellaneous) (Q4)";"Nursing; Social Sciences"
51;21100451188;"European Journal of Adapted Physical Activity";journal;"18033857";"European Federation of Adapted Physical Activity";Yes;Yes;0,150;Q4;12;12;32;456;18;29;0,61;38,00;35,00;0;6;Czech Republic;Eastern Europe;"European Federation of Adapted Physical Activity";"2015-2024";"Education (Q4); Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Social Psychology (Q4)";"Health Professions; Psychology; Social Sciences"
52;21100873638;"Philologia Estonica Tallinnensis";journal;"25046624, 25046616";"Tallinn University";Yes;No;0,150;Q4;5;12;25;475;9;24;0,29;39,58;78,95;0;1;Estonia;Eastern Europe;"Tallinn University";"2016-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
53;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";No;No;0,147;Q4;7;30;93;936;31;93;0,30;31,20;79,71;0;10;Slovenia;Eastern Europe;"Pedagoska Obzorja d.o.o";"2008-2023";"Education (Q4)";"Social Sciences"
54;19700188212;"Journal of Special Education and Rehabilitation";journal;"14096099, 1857663X";"Faculty of Philosophy in Skopje";Yes;Yes;0,142;Q4;8;0;43;0;11;41;0,30;0,00;0,00;0;0;Macedonia;Eastern Europe;"Faculty of Philosophy in Skopje";"2010-2019";"Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
55;24094;"Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis";journal;"08660182, 17860091";"Nyregyhazi Foiskola/College of Nyregyhaza";No;No;0,141;Q4;18;0;15;0;2;15;0,00;0,00;0,00;0;0;Hungary;Eastern Europe;"Nyregyhazi Foiskola/College of Nyregyhaza";"1998, 2000-2017";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
56;21100970321;"Chemistry, Didactics, Ecology, Metrology";journal;"16409019, 20844506";"Sciendo";No;No;0,125;Q4;5;20;1;517;0;1;0,00;25,85;57,45;0;7;Poland;Eastern Europe;"Sciendo";"2019-2023";"Ecology (Q4); Education (Q4); Environmental Chemistry (Q4); Environmental Engineering (Q4)";"Environmental Science; Social Sciences"
57;21100264880;"Orbis Scholae";journal;"18024637, 23363177";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,125;Q4;12;17;70;701;12;60;0,11;41,24;59,26;0;6;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2007-2011, 2013-2024";"Education (Q4)";"Social Sciences"
58;21100927241;"Acta Paedagogica Vilnensia";journal;"13925016, 1648665X";"Vilnius University Press";Yes;Yes;0,124;Q4;5;29;24;986;4;20;0,17;34,00;82,35;0;12;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2024";"Education (Q4)";"Social Sciences"
59;21100455214;"Caritas et Veritas";journal;"18050948";"University of South Bohemia";Yes;No;0,114;Q4;3;31;88;1143;7;84;0,06;36,87;47,83;0;3;Czech Republic;Eastern Europe;"University of South Bohemia";"2015-2024";"Philosophy (Q3); Religious Studies (Q3); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
60;21100223584;"Specialusis Ugdymas";journal;"24243299, 13925369";"Vilnius University Press";Yes;Yes;0,114;Q4;7;6;27;172;4;27;0,06;28,67;85,71;1;4;Lithuania;Eastern Europe;"Vilnius University Press";"2016-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
61;7200153137;"Zbornik Instituta za Pedagoska Istrazivanja";journal;"05796431";"Institute for Educational Research";Yes;Yes;0,114;Q4;9;11;44;583;13;44;0,34;53,00;73,91;0;2;Serbia;Eastern Europe;"Institute for Educational Research";"2007-2024";"Education (Q4)";"Social Sciences"
62;21100851349;"Metodicki Ogledi";journal;"18482325, 0353765X";"Croatian Philosophical Society";No;No;0,108;Q4;4;8;38;274;3;35;0,12;34,25;60,00;0;2;Croatia;Eastern Europe;"Croatian Philosophical Society";"2017-2024";"Philosophy (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
63;21100900142;"Theory and Practice of Second Language Acquisition";journal;"24505455, 24512125";"University of Silesia Press in Katowice";Yes;Yes;0,107;Q4;6;7;27;222;5;24;0,19;31,71;71,43;0;0;Poland;Eastern Europe;"University of Silesia Press in Katowice";"2018-2024";"Developmental and Educational Psychology (Q4); Education (Q4); Linguistics and Language (Q4)";"Psychology; Social Sciences"
64;21100881506;"Przestrzen Spoleczna";journal;"20841558, 20847696";"";Yes;No;0,103;-;7;20;29;655;1;21;0,03;32,75;23,81;0;9;Poland;Eastern Europe;"";"2018-2022";"Cultural Studies (Q4); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); Social Psychology (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
65;21100996952;"Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia";journal;"20809751, 2450341X";"Uniwersytet Pedagogiczny";Yes;No;0,102;Q4;3;14;11;283;3;10;0,27;20,21;47,62;0;1;Poland;Eastern Europe;"Uniwersytet Pedagogiczny";"2019-2023";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
66;19600157337;"Acta Comeniana";journal;"02315955";"Academy of Sciences of the Czech Republic";No;No;0,101;Q4;4;5;17;0;1;16;0,00;0,00;40,00;0;0;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"2005, 2007, 2009-2022";"Religious Studies (Q3); Cultural Studies (Q4); Education (Q4); History (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
67;21100332241;"Aussiger Beitrage";journal;"18026419";"Jan-Evangelista-Purkyne-University";No;No;0,101;Q4;3;14;42;331;4;37;0,17;23,64;44,44;0;0;Czech Republic;Eastern Europe;"Jan-Evangelista-Purkyne-University";"2013-2024";"Education (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
68;21100874728;"In Esse: English Studies in Albania";journal;"20787413";"Albanian Society for the Study of English";No;No;0,101;Q4;2;11;41;152;0;35;0,00;13,82;75,00;0;3;Albania;Eastern Europe;"Albanian Society for the Study of English";"2017-2024";"Education (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
69;21100925826;"Specijalna Edukacija i Rehabilitacija";journal;"14527367, 24061328";"University of Belgrade - Faculty of Special Education and Rehabilitation";Yes;Yes;0,101;Q4;4;16;40;744;0;40;0,00;46,50;75,68;0;6;Serbia;Eastern Europe;"University of Belgrade - Faculty of Special Education and Rehabilitation";"2018-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
70;21101039071;"Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica";journal;"25710273, 1803408X";"University of Ostrava, Faculty of Arts";Yes;Yes;;-;2;18;11;478;2;11;0,18;26,56;66,67;0;0;Czech Republic;Eastern Europe;"University of Ostrava, Faculty of Arts";"2019-2024";"Cultural Studies; Education; Linguistics and Language; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
71;21101226103;"Acta Iadertina";journal;"18453392, 18491243";"University of Zadar";No;No;;-;2;11;0;296;0;0;0,00;26,91;76,19;0;0;Croatia;Eastern Europe;"University of Zadar";"2020-2024";"Education; Philosophy; Social Sciences (miscellaneous)";"Arts and Humanities; Social Sciences"
72;21101155946;"Acta Universitatis Lodziensis. Folia Historica";journal;"24506990, 02086050";"Lodz University Press";Yes;Yes;;-;1;21;0;1029;0;0;0,00;49,00;50,00;0;5;Poland;Eastern Europe;"Lodz University Press";"2020-2024";"Arts and Humanities (miscellaneous); Education; History";"Arts and Humanities; Social Sciences"
73;21101248337;"Advanced Education";journal;"24093351, 24108286";"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";Yes;No;;-;7;28;0;758;0;0;0,00;27,07;83,78;0;0;Ukraine;Eastern Europe;"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";"2020-2024";"Education";"Social Sciences"
74;21101134424;"Baltic Journal of Health and Physical Activity";journal;"20801297, 20809999";"Gdansk University of Physical Education and Sport";Yes;Yes;;-;10;64;63;2300;26;63;0,41;35,94;37,99;0;13;Poland;Eastern Europe;"Gdansk University of Physical Education and Sport";"2019-2024";"Education; Health Professions (miscellaneous); Physical Therapy, Sports Therapy and Rehabilitation; Public Health, Environmental and Occupational Health";"Health Professions; Medicine; Social Sciences"
75;21101052865;"Detskie Chtenia";journal;"26867052, 23045817";"Institute of Russian Literature (The Pushkin House), Russian Academy of Sciences";Yes;Yes;;-;3;48;40;732;2;40;0,05;15,25;80,65;0;5;Russian Federation;Eastern Europe;"Institute of Russian Literature (The Pushkin House), Russian Academy of Sciences";"2019-2024";"Education; Literature and Literary Theory";"Arts and Humanities; Social Sciences"
76;21101039065;"Ethics in Progress";journal;"20849257";"Adam Mickiewicz University, Faculty of Philosophy";Yes;Yes;;-;6;17;72;477;10;71;0,22;28,06;51,72;0;6;Poland;Eastern Europe;"Adam Mickiewicz University, Faculty of Philosophy";"2010-2024";"Developmental and Educational Psychology; Education; Philosophy; Psychology (miscellaneous)";"Arts and Humanities; Psychology; Social Sciences"
77;35961;"Glasnik - Srpskog Geografskog Drustva";journal;"2406078X, 03503593";"Geografsko Drustvo";Yes;Yes;;-;6;14;11;503;3;11;0,27;35,93;45,45;0;6;Serbia;Eastern Europe;"Geografsko Drustvo";"1981-1984, 2019-2024";"Atmospheric Science; Education; Geography, Planning and Development; Geology; Global and Planetary Change";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
