Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
74;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,164;Q4;12;18;93;815;42;84;0,35;45,28;41,46;0;5;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Sociology and Political Science (Q3); Urban Studies (Q3); Education (Q4); Geography, Planning and Development (Q4)";"Social Sciences"
75;21101090412;"Historia Scholastica";journal;"2336680X, 18044913";"Comenius National Pedagogical Library";Yes;Yes;0,161;Q4;2;26;59;1168;13;57;0,16;44,92;61,54;0;4;Czech Republic;Eastern Europe;"Comenius National Pedagogical Library";"2019-2024";"History (Q2); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
76;21101204644;"Rehabilitation and Recreation";journal;"27868354, 27868346";"Publishing House Helvetica";No;No;0,159;Q4;5;87;207;1754;69;207;0,33;20,16;64,23;0;23;Ukraine;Eastern Europe;"Publishing House Helvetica";"2022-2024";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
77;21101262994;"Kinesiologia Slovenica";journal;"13182269, 22324062";"University of Ljubljana";No;No;0,157;Q4;4;30;109;1069;30;106;0,19;35,63;45,45;0;7;Slovenia;Eastern Europe;"University of Ljubljana";"2020-2024";"Anthropology (Q3); Education (Q4); Health (social science) (Q4)";"Social Sciences"
78;21101119578;"Philological Class";journal;"20712405, 26585235";"Ural State Pedagogical University";Yes;Yes;0,155;Q4;3;80;276;2458;30;275;0,09;30,73;80,91;0;9;Russian Federation;Eastern Europe;"Ural State Pedagogical University";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
79;21100925826;"Specijalna Edukacija i Rehabilitacija";journal;"14527367, 24061328";"University of Belgrade - Faculty of Special Education and Rehabilitation";Yes;Yes;0,155;Q4;4;23;57;1075;27;57;0,35;46,74;77,36;0;16;Serbia;Eastern Europe;"University of Belgrade - Faculty of Special Education and Rehabilitation";"2018-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
80;21101047721;"Human Research in Rehabilitation";journal;"22329935, 2232996X";"Institute for Human Rehabilitation";Yes;Yes;0,149;Q4;4;32;80;1204;46;79;0,64;37,63;58,73;0;15;Bosnia and Herzegovina;Eastern Europe;"Institute for Human Rehabilitation";"2019-2024";"Education (Q4); Rehabilitation (Q4); Social Psychology (Q4)";"Medicine; Psychology; Social Sciences"
81;21101038734;"Infectious Diseases: News, Opinions, Training";journal;"26587394, 23053496";"Geotar Media Publishing Group";No;No;0,146;Q4;8;66;200;1921;68;200;0,29;29,11;65,82;0;48;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Medicine; Social Sciences"
82;7200153137;"Zbornik Instituta za Pedagoska Istrazivanja";journal;"05796431";"Institute for Educational Research";Yes;Yes;0,142;Q4;9;8;38;365;12;38;0,32;45,63;77,78;0;3;Serbia;Eastern Europe;"Institute for Educational Research";"2007-2024";"Education (Q4)";"Social Sciences"
83;21101124730;"Neonatology";journal;"23082402, 26587424";"Geotar Media Publishing Group";No;No;0,141;Q4;5;52;113;1276;52;105;0,46;24,54;79,63;0;13;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Family Practice (Q3); Education (Q4); Medicine (miscellaneous) (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine; Social Sciences"
84;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";"LLC Ecological Help";No;No;0,141;Q4;10;276;735;10615;248;735;0,35;38,46;73,82;0;160;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q3); Developmental and Educational Psychology (Q4); Education (Q4)";"Arts and Humanities; Psychology; Social Sciences"
85;21101216643;"Magistra Iadertina";journal;"18490018, 18463606";"University of Zadar Department of Teacher and Preschool Teacher Education";Yes;Yes;0,140;Q4;1;6;33;211;5;33;0,18;35,17;76,92;0;1;Croatia;Eastern Europe;"University of Zadar Department of Teacher and Preschool Teacher Education";"2020-2024";"Arts and Humanities (miscellaneous) (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
86;21101192681;"Bosniaca";journal;"15125033, 23038888";"National and University Library of Bosnia and Herzegovina";Yes;Yes;0,132;Q4;1;13;26;363;4;24;0,15;27,92;80,00;0;2;Bosnia and Herzegovina;Eastern Europe;"National and University Library of Bosnia and Herzegovina";"2022-2024";"Cultural Studies (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
87;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";No;No;0,132;Q4;7;0;84;0;13;80;0,13;0,00;0,00;0;0;Slovenia;Eastern Europe;"Pedagoska Obzorja d.o.o";"2008-2023";"Education (Q4)";"Social Sciences"
88;21101226103;"Acta Iadertina";journal;"18453392, 18491243";"University of Zadar";No;No;0,124;Q4;2;11;39;353;5;39;0,13;32,09;82,61;0;6;Croatia;Eastern Europe;"University of Zadar";"2020-2024";"Philosophy (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
89;21100455214;"Caritas et Veritas";journal;"18050948";"University of South Bohemia";Yes;No;0,124;Q4;3;13;73;646;11;70;0,06;49,69;66,67;0;5;Czech Republic;Eastern Europe;"University of South Bohemia";"2015-2024";"Philosophy (Q3); Religious Studies (Q3); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
90;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";"University of Zagreb";Yes;Yes;0,124;Q4;12;15;77;634;21;73;0,24;42,27;83,33;0;6;Croatia;Eastern Europe;"University of Zagreb";"2008-2024";"Developmental and Educational Psychology (Q4); Education (Q4); Social Work (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
91;21100913650;"Teaching of Mathematics";journal;"14514966, 24061077";"Drustvo Matematicara Srbije";Yes;Yes;0,123;Q4;10;9;29;91;7;26;0,32;10,11;35,29;0;0;Serbia;Eastern Europe;"Drustvo Matematicara Srbije";"1998-2024";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
92;21100264880;"Orbis Scholae";journal;"18024637, 23363177";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,119;Q4;12;4;50;227;16;40;0,41;56,75;55,56;0;1;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2007-2011, 2013-2024";"Education (Q4)";"Social Sciences"
93;21101038532;"Ukrainian Journal of Radiology and Oncology";journal;"27087166, 27087174";"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";Yes;No;0,119;Q4;4;44;102;1238;30;102;0,18;28,14;51,33;0;32;Ukraine;Eastern Europe;"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";"2020-2024";"Education (Q4); Oncology (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine; Social Sciences"
94;21101154815;"Rocznik Teologii Katolickiej";journal;"16448855";"Department of Catholic Theology, University of Bialystok";No;No;0,114;Q4;2;0;43;0;8;42;0,23;0,00;0,00;0;0;Poland;Eastern Europe;"Department of Catholic Theology, University of Bialystok";"2019-2023";"History (Q3); Philosophy (Q3); Religious Studies (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
95;21101195782;"Ukrainian Journal of Cardiology";journal;"1608635X, 26644479";"National Scientific Center Academician M D Strazhesko Institute of Cardiology of the National Academy of Medical Sciences of Ukraine";No;No;0,113;Q4;4;36;80;917;13;80;0,09;25,47;50,65;0;23;Ukraine;Eastern Europe;"National Scientific Center Academician M D Strazhesko Institute of Cardiology of the National Academy of Medical Sciences of Ukraine";"2019-2024";"Cardiology and Cardiovascular Medicine (Q4); Education (Q4); Emergency Medical Services (Q4); Internal Medicine (Q4)";"Health Professions; Medicine; Social Sciences"
96;21101181929;"Mathematics and Education in Mathematics";journal;"13133330, 28154002";"Union of Bulgarian Mathematicians";No;No;0,111;Q4;3;21;84;275;6;78;0,05;13,10;61,76;0;3;Bulgaria;Eastern Europe;"Union of Bulgarian Mathematicians";"2019-2024";"Applied Mathematics (Q4); Computer Science (miscellaneous) (Q4); Education (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Mathematics; Social Sciences"
97;21101200961;"Odesa Medical Journal";journal;"22262008";"Odesa National Medical University";No;No;0,111;Q4;2;75;120;1647;16;120;0,15;21,96;68,51;0;27;Ukraine;Eastern Europe;"Odesa National Medical University";"2019, 2021-2024";"Dentistry (miscellaneous) (Q4); Education (Q4); Medicine (miscellaneous) (Q4); Pharmacology (medical) (Q4)";"Dentistry; Medicine; Social Sciences"
98;21101049681;"Verbum (Lithuania)";journal;"20296223, 25388746";"Vilnius University Press";Yes;Yes;0,110;Q4;2;10;20;288;2;20;0,14;28,80;72,73;0;0;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2025";"Education (Q4); Linguistics and Language (Q4)";"Social Sciences"
99;21100332241;"Aussiger Beitrage";journal;"18026419";"Jan-Evangelista-Purkyne-University";No;No;0,109;Q4;3;16;51;405;11;48;0,12;25,31;73,33;0;0;Czech Republic;Eastern Europe;"Jan-Evangelista-Purkyne-University";"2013-2024";"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
100;21100996952;"Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia";journal;"20809751, 2450341X";"Uniwersytet Pedagogiczny";Yes;No;0,105;Q4;3;0;33;0;5;33;0,13;0,00;0,00;0;0;Poland;Eastern Europe;"Uniwersytet Pedagogiczny";"2019-2023";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
101;19600157337;"Acta Comeniana";journal;"02315955";"Academy of Sciences of the Czech Republic";No;No;0,103;Q4;4;0;10;0;1;10;0,00;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"2005, 2007, 2009-2022";"Cultural Studies (Q4); Education (Q4); History (Q4); Philosophy (Q4); Religious Studies (Q4)";"Arts and Humanities; Social Sciences"
102;21100223584;"Specialusis Ugdymas";journal;"24243299, 13925369";"Vilnius University Press";Yes;Yes;0,103;Q4;7;2;22;49;4;21;0,00;24,50;83,33;0;2;Lithuania;Eastern Europe;"Vilnius University Press";"2016-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
103;21101063020;"Journal of Linguistic and Intercultural Education";journal;"20656599";"Universitatea "1 Decembrie 1918" Alba Iulia";No;No;0,102;Q4;2;0;44;0;2;42;0,04;0,00;0,00;0;0;Romania;Eastern Europe;"Universitatea "1 Decembrie 1918" Alba Iulia";"2019-2022";"Education (Q4); Linguistics and Language (Q4)";"Social Sciences"
104;21101039071;"Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica";journal;"25710273, 1803408X";"University of Ostrava, Faculty of Arts";Yes;Yes;0,101;Q4;2;8;44;170;2;44;0,03;21,25;44,44;0;0;Czech Republic;Eastern Europe;"University of Ostrava, Faculty of Arts";"2019-2024";"Cultural Studies (Q4); Education (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
105;21100874728;"In Esse: English Studies in Albania";journal;"20787413";"Albanian Society for the Study of English";No;No;0,101;Q4;2;6;32;112;2;27;0,00;18,67;57,14;0;1;Albania;Eastern Europe;"Albanian Society for the Study of English";"2017-2024";"Education (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
106;21101155946;"Acta Universitatis Lodziensis. Folia Historica";journal;"24506990, 02086050";"Lodz University Press";Yes;Yes;0,100;Q4;1;20;103;728;2;97;0,00;36,40;55,56;0;8;Poland;Eastern Europe;"Lodz University Press";"2020-2024";"Arts and Humanities (miscellaneous) (Q4); Education (Q4); History (Q4)";"Arts and Humanities; Social Sciences"
107;21101204532;"Prace Literaturoznawcze";journal;"24500798, 23535164";"University of Warmia and Mazury";No;No;0,100;Q4;1;18;63;561;1;61;0,02;31,17;83,33;0;1;Poland;Eastern Europe;"University of Warmia and Mazury";"2020-2024";"Education (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
108;21101230392;"Juridical Tribune - Review of Comparative and International Law";journal;"3008637X";"";Yes;Yes;;-;2;42;0;1546;0;0;0,00;36,81;50,00;0;27;Romania;Eastern Europe;"";"2024";"Education; Law; Political Science and International Relations; Public Administration";"Social Sciences"
109;21101128483;"Scientific Herald of Uzhhorod University. Series Physics (discontinued)";journal;"24158038";"Uzhhorod National University";No;No;;-;11;297;31;11735;58;31;2,23;39,51;74,76;0;148;Ukraine;Eastern Europe;"Uzhhorod National University";"2019-2024";"Education; Materials Science (miscellaneous); Physics and Astronomy (miscellaneous)";"Materials Science; Physics and Astronomy; Social Sciences"
