Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11;21100898602;"Vysshee Obrazovanie v Rossii";journal;"08693617, 20720459";"Moscow Polytechnic University";Yes;Yes;0,335;Q3;15;108;451;3183;493;451;1,28;29,47;61,72;1;55;Russian Federation;Eastern Europe;"Moscow Polytechnic University";"2018-2025";"Philosophy (Q1); Sociology and Political Science (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
12;21100857102;"Ethics and Bioethics (in Central Europe)";journal;"13385615, 24537829";"Sciendo";Yes;Yes;0,313;Q3;6;21;64;544;26;63;0,51;25,90;50,00;0;4;Poland;Eastern Europe;"Sciendo";"2017-2024";"Philosophy (Q1); Education (Q3); Health Policy (Q3)";"Arts and Humanities; Medicine; Social Sciences"
13;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"17362563";"Estonian Association Applied Linguists";Yes;Yes;0,308;Q3;10;18;39;659;20;39;0,50;36,61;91,18;0;2;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
14;21100451188;"European Journal of Adapted Physical Activity";journal;"18033857";"European Federation of Adapted Physical Activity";Yes;Yes;0,306;Q3;12;10;40;486;42;38;0,92;48,60;56,82;0;1;Czech Republic;Eastern Europe;"European Federation of Adapted Physical Activity";"2015-2024";"Education (Q3); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Social Psychology (Q3)";"Health Professions; Psychology; Social Sciences"
15;21100220434;"Science of Gymnastics Journal";journal;"22322639, 18557171";"University of Ljubljana Press";Yes;Yes;0,306;Q3;15;35;99;1147;72;86;0,70;32,77;52,63;0;3;Slovenia;Eastern Europe;"University of Ljubljana Press";"2012-2024";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
16;21100898037;"Journal on Efficiency and Responsibility in Education and Science";journal;"23362375, 18031617";"Czech University of Life Sciences Prague";Yes;Yes;0,293;Q3;14;24;52;1342;80;52;1,46;55,92;56,94;1;13;Czech Republic;Eastern Europe;"Czech University of Life Sciences Prague";"2008-2024";"Education (Q3)";"Social Sciences"
17;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";"Institute of Philosophy, Russian Academy of Sciences";Yes;No;0,285;Q3;10;67;212;1480;77;211;0,34;22,09;34,78;0;3;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
18;21101042128;"Juridical Tribune";journal;"22477195, 22480382";"Bucharest University of Economic Studies";Yes;Yes;0,281;Q3;9;32;133;1201;54;132;0,66;37,53;60,66;0;16;Romania;Eastern Europe;"Bucharest University of Economic Studies";"2019-2023";"Law (Q2); Political Science and International Relations (Q2); Education (Q3); Public Administration (Q3)";"Social Sciences"
19;21100860011;"Physical Activity Review";journal;"23005076";"PPHU Projack";Yes;No;0,281;Q3;14;28;83;1220;95;83;1,29;43,57;35,35;0;6;Poland;Eastern Europe;"PPHU Projack";"2017-2025";"Education (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
20;21100896926;"Creativity";journal;"23540036";"Sciendo";Yes;No;0,280;Q3;10;16;58;818;62;58;1,20;51,13;56,67;0;3;Poland;Eastern Europe;"Sciendo";"2018-2025";"Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q3); Statistics, Probability and Uncertainty (Q3); Social Psychology (Q4)";"Arts and Humanities; Decision Sciences; Psychology; Social Sciences"
21;21100775661;"Physical Culture and Sport, Studies and Research";journal;"20812221, 18994849";"De Gruyter Open Ltd";Yes;No;0,279;Q3;14;25;81;1355;91;81;1,09;54,20;26,03;0;9;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2025";"Cultural Studies (Q1); Applied Psychology (Q3); Education (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Psychology; Social Sciences"
22;21100792737;"International Journal of Cognitive Research in Science, Engineering and Education";journal;"2334847X, 23348496";"Association for the Development of Science, Engineering and Education";Yes;No;0,276;Q3;17;51;114;1840;137;107;1,12;36,08;61,65;0;18;Serbia;Eastern Europe;"Association for the Development of Science, Engineering and Education";"2013-2024";"Education (Q3); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Neuroscience; Psychology; Social Sciences"
23;21100901016;"Journal of Language and Education";journal;"24117390";"National Research University Higher School of Economics";Yes;Yes;0,273;Q3;14;56;153;3357;173;150;1,03;59,95;46,67;0;12;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2018-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
24;21100996943;"Psychological Science and Education";journal;"18142052, 23117273";"Moscow State University of Psychology and Education";Yes;Yes;0,264;Q3;17;65;161;1917;170;159;1,13;29,49;73,21;0;29;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"1999, 2004-2024";"Education (Q3); Psychology (miscellaneous) (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
25;21101037306;"Journal of Teaching English for Specific and Academic Purposes";journal;"23349182, 23349212";"University of Nis";No;No;0,260;Q3;6;36;146;1256;87;141;0,81;34,89;82,14;0;10;Serbia;Eastern Europe;"University of Nis";"2019-2025";"Education (Q3)";"Social Sciences"
26;21100900514;"Obrazovanie i Nauka";journal;"19945639, 23105828";"Russian State Vocational Pedagogical University";Yes;No;0,253;Q3;16;70;219;2990;261;219;1,29;42,71;63,55;0;48;Russian Federation;Eastern Europe;"Russian State Vocational Pedagogical University";"2018-2025";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Developmental and Educational Psychology (Q4)";"Health Professions; Psychology; Social Sciences"
27;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";"RUDN University";Yes;Yes;0,247;Q3;11;24;88;1058;70;87;0,76;44,08;65,00;0;5;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies (Q1); Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
28;21100229177;"Journal of Psychological and Educational Research";journal;"22471537";"Editura Universitati din Oradea";No;No;0,241;Q3;11;15;46;777;29;46;0,63;51,80;66,67;0;3;Romania;Eastern Europe;"Editura Universitati din Oradea";"2011-2024";"Education (Q3); Applied Psychology (Q4); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
29;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";"Russian Psychological Society";Yes;Yes;0,241;Q3;17;39;144;1884;158;144;1,26;48,31;65,38;0;11;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Education (Q3); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
30;21100827888;"Studia Paedagogica";journal;"18037437, 23364521";"Masaryk University, Faculty of Arts";Yes;Yes;0,237;Q3;9;25;95;1263;52;93;0,48;50,52;54,55;0;8;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2017-2024";"Education (Q3)";"Social Sciences"
31;21100781490;"Studies About Languages";journal;"16482824, 20297203";"Kauno Technologijos Universitetas";Yes;Yes;0,237;Q3;7;16;48;570;26;48;0,59;35,63;78,79;0;2;Lithuania;Eastern Europe;"Kauno Technologijos Universitetas";"2016-2024";"Archeology (arts and humanities) (Q2); Linguistics and Language (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
32;21100831441;"TEM Journal";journal;"22178309, 22178333";"UIKTEN - Association for Information Communication Technology Education and Science";Yes;No;0,231;Q3;26;241;690;6214;856;690;1,29;25,78;42,36;0;72;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2024";"Computer Science (miscellaneous) (Q3); Education (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
33;12900154728;"New Educational Review";journal;"17326729";"Adam Marszalek Publishing House";No;No;0,230;Q3;18;71;223;1548;99;220;0,36;21,80;63,54;0;25;Poland;Eastern Europe;"Adam Marszalek Publishing House";"2008-2024";"Education (Q3)";"Social Sciences"
34;21100298667;"Center for Educational Policy Studies Journal";journal;"18559719, 22322647";"University of Ljubljana";Yes;Yes;0,228;Q3;24;47;126;1950;118;113;0,66;41,49;68,54;1;24;Slovenia;Eastern Europe;"University of Ljubljana";"2011-2024";"Education (Q3)";"Social Sciences"
35;21100840458;"Periodicals of Engineering and Natural Sciences";journal;"23034521";"International University of Sarajevo";Yes;No;0,221;Q3;27;181;728;5059;711;727;0,79;27,95;38,36;0;52;Bosnia and Herzegovina;Eastern Europe;"International University of Sarajevo";"2017-2025";"Architecture (Q2); Computer Science (miscellaneous) (Q3); Education (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Bioengineering (Q4); Biomedical Engineering (Q4)";"Chemical Engineering; Computer Science; Engineering; Social Sciences"
36;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";No;No;0,218;Q3;7;29;88;981;69;84;0,93;33,83;84,75;0;13;Slovenia;Eastern Europe;"Pedagoska Obzorja d.o.o";"2008-2023";"Education (Q3)";"Social Sciences"
37;21101040604;"Pedagogy of Physical Culture and Sports";journal;"26649837";"Iermakov Sergii Sidorovich";Yes;No;0,217;Q3;11;49;96;1894;84;96;0,88;38,65;32,30;1;5;Ukraine;Eastern Europe;"Iermakov Sergii Sidorovich";"2020-2024";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4)";"Health Professions; Medicine; Social Sciences"
38;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";"Vserossiiskoe Obshchestvo Kardiologov";Yes;Yes;0,209;Q3;26;197;428;5584;452;417;1,17;28,35;61,17;1;105;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Education (Q3); Cardiology and Cardiovascular Medicine (Q4)";"Medicine; Social Sciences"
39;21100910239;"Journal of Elementary Education";journal;"23504803, 18554431";"University of Maribor Press";Yes;Yes;0,208;Q4;8;32;89;1113;45;89;0,60;34,78;80,36;0;10;Slovenia;Eastern Europe;"University of Maribor Press";"2015-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
40;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";"National Research University Higher School of Economics";No;No;0,208;Q4;10;46;148;2008;88;146;0,61;43,65;68,22;0;10;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
41;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,205;Q4;12;27;75;1074;33;63;0,44;39,78;53,19;0;14;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Education (Q4)";"Social Sciences"
42;21100900142;"Theory and Practice of Second Language Acquisition";journal;"24505455, 24512125";"University of Silesia Press in Katowice";Yes;Yes;0,204;Q4;6;20;42;738;16;37;0,36;36,90;62,50;0;3;Poland;Eastern Europe;"University of Silesia Press in Katowice";"2018-2024";"Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
43;19900193932;"Informacios Tarsadalom";journal;"15878694";"Infonia";No;No;0,202;-;7;32;83;882;34;82;0,52;27,56;25,42;0;6;Hungary;Eastern Europe;"Infonia";"2008-2024";"Communication (Q3)";"Social Sciences"
44;21100829711;"ELOPE: English Language Overseas Perspectives and Enquiries";journal;"15818918, 23860316";"Ljubljana University Press";Yes;Yes;0,198;Q4;5;21;69;816;23;67;0,38;38,86;80,77;0;2;Slovenia;Eastern Europe;"Ljubljana University Press";"2015-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
45;21100258947;"Teoriya i Praktika Fizicheskoy Kultury";journal;"00403601";"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";No;No;0,197;Q4;14;492;1485;3004;200;1354;0,15;6,11;57,14;0;74;Russian Federation;Eastern Europe;"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";"1955, 1961, 2012-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Education (Q4)";"Health Professions; Social Sciences"
46;21100886400;"Education and Self Development";journal;"19917740";"Kazan Federal University";Yes;No;0,196;Q4;10;81;149;2403;104;137;0,77;29,67;74,19;0;45;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2024";"Political Science and International Relations (Q3); Development (Q4); Education (Q4)";"Social Sciences"
47;21100790339;"Integration of Education";journal;"19919468, 23081058";"National Research Ogarev Mordovia State University";Yes;Yes;0,194;Q4;12;41;113;1958;90;113;0,76;47,76;61,76;0;23;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2016-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
48;21100942842;"Physical Education Theory and Methodology";journal;"19937997, 19937989";"OVS LLC";Yes;No;0,191;Q4;16;100;107;3442;142;107;1,53;34,42;34,45;1;15;Ukraine;Eastern Europe;"OVS LLC";"2019-2024";"Education (Q4); Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Social Sciences"
49;5700169467;"Sodobna Pedagogika/Journal of Contemporary Educational Studies";journal;"00380474";"Association of Slovenian Educationalists";No;No;0,184;Q4;8;41;165;1418;48;149;0,32;34,59;70,00;0;23;Slovenia;Eastern Europe;"Association of Slovenian Educationalists";"2015-2024";"Education (Q4)";"Social Sciences"
50;21100881506;"Przestrzen Spoleczna";journal;"20841558, 20847696";"";Yes;No;0,180;-;7;54;44;2238;67;36;2,23;41,44;27,97;0;24;Poland;Eastern Europe;"";"2018-2022";"Cultural Studies (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Demography (Q4); Geography, Planning and Development (Q4); Social Psychology (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
51;21100896893;"Frontiers of Nursing";journal;"25448994";"Sciendo";Yes;Yes;0,179;Q4;9;52;137;1557;68;137;0,37;29,94;57,40;0;18;Poland;Eastern Europe;"Sciendo";"2018-2024";"Nursing (miscellaneous) (Q3); Education (Q4)";"Nursing; Social Sciences"
52;21101066748;"Health, Sport, Rehabilitation";journal;"25202677, 25202685";"Springer Nature";Yes;No;0,179;Q4;8;30;94;946;54;94;0,78;31,53;39,25;0;6;Ukraine;Eastern Europe;"Springer Nature";"2019-2024";"Complementary and Manual Therapy (Q3); Occupational Therapy (Q3); Rehabilitation (Q3); Education (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
53;21100896882;"Journal of Educational and Social Research";journal;"2239978X, 22400524";"Richtmann Publishing Ltd";No;No;0,177;Q4;15;165;355;6391;250;355;0,74;38,73;46,48;2;73;Poland;Eastern Europe;"Richtmann Publishing Ltd";"2018-2025";"Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
54;7200153137;"Zbornik Instituta za Pedagoska Istrazivanja";journal;"05796431";"Institute for Educational Research";Yes;Yes;0,175;Q4;9;16;33;901;16;33;0,33;56,31;77,50;0;6;Serbia;Eastern Europe;"Institute for Educational Research";"2007-2024";"Education (Q4)";"Social Sciences"
55;11700154706;"Pedagogika";journal;"20290551, 13920340";"Vytautas Magnus University";Yes;Yes;0,174;Q4;11;47;160;2221;93;153;0,59;47,26;63,96;1;13;Lithuania;Eastern Europe;"Vytautas Magnus University";"2008-2025";"Education (Q4)";"Social Sciences"
56;21100265696;"International Journal of Euro-Mediterranean Studies";journal;"22326022, 18553362";"EMUNI University";Yes;Yes;0,171;Q4;5;9;33;473;20;32;0,36;52,56;70,59;0;6;Slovenia;Eastern Europe;"EMUNI University";"2012-2024";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4); Education (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
57;21101030204;"Journal of Women's Entrepreneurship and Education";journal;"18211283, 24060674";"Institute of Economic Sciences";Yes;No;0,164;Q4;10;24;59;1128;44;55;0,80;47,00;53,97;0;20;Serbia;Eastern Europe;"Institute of Economic Sciences";"2019-2024";"Gender Studies (Q3); Business, Management and Accounting (miscellaneous) (Q4); Education (Q4)";"Business, Management and Accounting; Social Sciences"
58;21100970321;"Chemistry, Didactics, Ecology, Metrology";journal;"16409019, 20844506";"Sciendo";No;No;0,162;Q4;5;10;31;417;21;31;0,63;41,70;36,36;0;5;Poland;Eastern Europe;"Sciendo";"2019-2023";"Ecology (Q4); Education (Q4); Environmental Chemistry (Q4); Environmental Engineering (Q4)";"Environmental Science; Social Sciences"
59;14000156183;"Croatian Journal of Education";journal;"18485197, 18485189";"Faculty of Teacher Education, University of Zagreb";Yes;No;0,162;Q4;15;45;198;1832;83;176;0,37;40,71;65,59;0;17;Croatia;Eastern Europe;"Faculty of Teacher Education, University of Zagreb";"2011-2024";"Education (Q4)";"Social Sciences"
60;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";"University of Zagreb";Yes;Yes;0,162;Q4;12;23;78;1231;21;68;0,29;53,52;86,96;0;9;Croatia;Eastern Europe;"University of Zagreb";"2008-2024";"Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Social Work (Q4)";"Psychology; Social Sciences"
61;21100851349;"Metodicki Ogledi";journal;"18482325, 0353765X";"Croatian Philosophical Society";No;No;0,158;Q4;4;25;61;909;21;61;0,29;36,36;57,78;0;6;Croatia;Eastern Europe;"Croatian Philosophical Society";"2017-2024";"Philosophy (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
62;21100927241;"Acta Paedagogica Vilnensia";journal;"13925016, 1648665X";"Vilnius University Press";Yes;Yes;0,155;Q4;5;23;79;903;23;70;0,38;39,26;77,59;0;12;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2024";"Education (Q4)";"Social Sciences"
63;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";"LLC Ecological Help";No;No;0,151;Q4;10;249;655;9260;261;655;0,45;37,19;72,27;1;139;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
64;21100264880;"Orbis Scholae";journal;"18024637, 23363177";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,145;Q4;12;15;54;680;15;45;0,39;45,33;56,82;1;11;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2007-2011, 2013-2024";"Education (Q4)";"Social Sciences"
65;35961;"Glasnik - Srpskog Geografskog Drustva";journal;"2406078X, 03503593";"Geografsko Drustvo";Yes;Yes;0,142;Q4;6;29;36;817;13;36;0,44;28,17;40,00;0;23;Serbia;Eastern Europe;"Geografsko Drustvo";"1981-1984, 2019-2024";"Atmospheric Science (Q4); Education (Q4); Geography, Planning and Development (Q4); Geology (Q4); Global and Planetary Change (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
66;21100925826;"Specijalna Edukacija i Rehabilitacija";journal;"14527367, 24061328";"University of Belgrade - Faculty of Special Education and Rehabilitation";Yes;Yes;0,142;Q4;4;19;56;729;11;56;0,27;38,37;68,00;0;10;Serbia;Eastern Europe;"University of Belgrade - Faculty of Special Education and Rehabilitation";"2018-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
67;14008;"Hrvatska Revija Za Rehabilitacijska Istrazivanja";journal;"13313010";"University of Zagreb, Faculty of Education and Rehabilitation Sciences";Yes;Yes;0,141;Q4;13;33;60;1936;18;59;0,23;58,67;75,00;0;9;Croatia;Eastern Europe;"University of Zagreb, Faculty of Education and Rehabilitation Sciences";"1999-2006, 2008-2024";"Education (Q4); Health (social science) (Q4); Rehabilitation (Q4); Social Sciences (miscellaneous) (Q4)";"Medicine; Social Sciences"
68;21101090412;"Historia Scholastica";journal;"2336680X, 18044913";"Comenius National Pedagogical Library";Yes;Yes;0,139;Q4;2;20;39;738;4;38;0,15;36,90;36,36;0;4;Czech Republic;Eastern Europe;"Comenius National Pedagogical Library";"2019-2024";"History (Q2); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
69;21101034433;"Musical Art and Education";journal;"23091428";"Moscow Pedagogical State University";Yes;No;0,137;Q4;5;46;112;897;29;112;0,24;19,50;82,14;0;14;Russian Federation;Eastern Europe;"Moscow Pedagogical State University";"2019-2024";"Music (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Arts and Humanities; Psychology; Social Sciences"
70;21101037305;"Russian Psychological Journal";journal;"18121853, 24115789";"Russian Psychological Society";Yes;No;0,135;Q4;5;59;83;2152;33;83;0,41;36,47;71,79;0;14;Russian Federation;Eastern Europe;"Russian Psychological Society";"2019-2024";"Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
71;21101038734;"Infectious Diseases: News, Opinions, Training";journal;"26587394, 23053496";"Geotar Media Publishing Group";No;No;0,127;Q4;8;72;191;1770;82;188;0,48;24,58;67,02;0;55;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Medicine; Social Sciences"
72;21100223584;"Specialusis Ugdymas";journal;"24243299, 13925369";"Vilnius University Press";Yes;Yes;0,127;Q4;7;6;27;146;4;27;0,19;24,33;92,31;1;4;Lithuania;Eastern Europe;"Vilnius University Press";"2016-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
73;21101034439;"Studia Sportiva";journal;"25708783, 18027679";"Masaryk University Faculty of Sports Studies";No;No;0,127;Q4;4;42;30;1169;12;30;0,43;27,83;39,67;0;13;Czech Republic;Eastern Europe;"Masaryk University Faculty of Sports Studies";"2019-2024";"Applied Psychology (Q4); Education (Q4); Health (social science) (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Health Professions; Medicine; Psychology; Social Sciences"
74;21100455214;"Caritas et Veritas";journal;"18050948";"University of South Bohemia";Yes;No;0,126;Q4;3;17;93;765;5;90;0,04;45,00;15,00;0;4;Czech Republic;Eastern Europe;"University of South Bohemia";"2015-2024";"Religious Studies (Q2); Philosophy (Q3); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
75;21101038532;"Ukrainian Journal of Radiology and Oncology";journal;"27087166, 27087174";"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";Yes;No;0,118;Q4;4;29;73;829;15;73;0,21;28,59;58,73;0;24;Ukraine;Eastern Europe;"Grigoriev Institute for medical Radiology and Oncology NAMS of Ukraine";"2020-2024";"Education (Q4); Oncology (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine; Social Sciences"
