Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11;21100900514;"Obrazovanie i Nauka";journal;"19945639, 23105828";"Russian State Vocational Pedagogical University";Yes;No;0,314;Q3;16;76;228;2971;277;228;1,54;39,09;60,43;0;50;Russian Federation;Eastern Europe;"Russian State Vocational Pedagogical University";"2018-2025";"Developmental and Educational Psychology (Q3); Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Psychology; Social Sciences"
12;21100996943;"Psychological Science and Education";journal;"18142052, 23117273";"Moscow State University of Psychology and Education";Yes;Yes;0,301;Q3;17;68;157;1803;149;154;1,09;26,51;74,13;0;26;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"1999, 2004-2024";"Developmental and Educational Psychology (Q3); Education (Q3); Psychology (miscellaneous) (Q3); Social Psychology (Q3)";"Psychology; Social Sciences"
13;21100898602;"Vysshee Obrazovanie v Rossii";journal;"08693617, 20720459";"Moscow Polytechnic University";Yes;Yes;0,292;Q3;15;155;476;3068;473;474;1,24;19,79;57,50;0;79;Russian Federation;Eastern Europe;"Moscow Polytechnic University";"2018-2025";"Sociology and Political Science (Q2); Education (Q3)";"Social Sciences"
14;21100220434;"Science of Gymnastics Journal";journal;"22322639, 18557171";"University of Ljubljana Press";Yes;Yes;0,283;Q3;15;34;99;1116;55;88;0,51;32,82;48,04;0;1;Slovenia;Eastern Europe;"University of Ljubljana Press";"2012-2024";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
15;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";"Institute of Philosophy, Russian Academy of Sciences";Yes;No;0,281;-;10;82;207;1943;86;206;0,48;23,70;28,24;0;3;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
16;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"17362563";"Estonian Association Applied Linguists";Yes;Yes;0,271;Q3;10;16;38;709;20;38;0,43;44,31;64,58;0;3;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
17;21100775661;"Physical Culture and Sport, Studies and Research";journal;"20812221, 18994849";"De Gruyter Open Ltd";Yes;No;0,262;Q3;14;31;78;1472;77;78;1,02;47,48;31,43;0;7;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2025";"Cultural Studies (Q1); Education (Q3); Applied Psychology (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
18;21100896926;"Creativity";journal;"23540036";"Sciendo";Yes;No;0,258;Q3;10;27;51;1458;33;51;0,35;54,00;44,93;2;4;Poland;Eastern Europe;"Sciendo";"2018-2025";"Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q3); Social Psychology (Q4); Statistics, Probability and Uncertainty (Q4)";"Arts and Humanities; Decision Sciences; Psychology; Social Sciences"
19;21100860011;"Physical Activity Review";journal;"23005076";"PPHU Projack";Yes;No;0,256;Q3;14;30;84;1065;102;84;1,17;35,50;39,60;0;6;Poland;Eastern Europe;"PPHU Projack";"2017-2025";"Education (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
20;21101040697;"Russian Language Studies";journal;"26188171, 26188163";"RUDN University";Yes;Yes;0,256;Q3;7;31;87;848;31;82;0,47;27,35;76,27;0;9;Russian Federation;Eastern Europe;"RUDN University";"2018-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
21;21100898037;"Journal on Efficiency and Responsibility in Education and Science";journal;"23362375, 18031617";"Czech University of Life Sciences Prague";Yes;Yes;0,251;Q3;14;22;42;1304;56;42;1,33;59,27;65,22;0;6;Czech Republic;Eastern Europe;"Czech University of Life Sciences Prague";"2008-2024";"Education (Q3)";"Social Sciences"
22;21100831441;"TEM Journal";journal;"22178309, 22178333";"UIKTEN - Association for Information Communication Technology Education and Science";Yes;No;0,245;Q3;26;251;564;5918;692;564;1,29;23,58;47,27;0;89;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2024";"Computer Science (miscellaneous) (Q3); Education (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
23;21100874728;"In Esse: English Studies in Albania";journal;"20787413";"Albanian Society for the Study of English";No;No;0,239;Q3;2;11;38;194;6;34;0,13;17,64;65,22;0;0;Albania;Eastern Europe;"Albanian Society for the Study of English";"2017-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
24;21100790339;"Integration of Education";journal;"19919468, 23081058";"National Research Ogarev Mordovia State University";Yes;Yes;0,237;Q3;12;38;121;1338;106;121;0,88;35,21;75,23;0;17;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2016-2024";"Education (Q3)";"Social Sciences"
25;19400158636;"Sociologija i Prostor";journal;"18465226";"Institute for Social Research in Zagreb";Yes;No;0,236;Q3;12;41;46;1408;19;38;0,35;34,34;51,25;1;22;Croatia;Eastern Europe;"Institute for Social Research in Zagreb";"2009-2024";"Urban Studies (Q2); Education (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)";"Social Sciences"
26;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";"RUDN University";Yes;Yes;0,236;Q3;11;31;95;1016;44;93;0,60;32,77;69,57;0;5;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies (Q1); Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
27;21100840458;"Periodicals of Engineering and Natural Sciences";journal;"23034521";"International University of Sarajevo";Yes;No;0,233;-;27;280;523;10970;618;523;1,17;39,18;38,19;0;87;Bosnia and Herzegovina;Eastern Europe;"International University of Sarajevo";"2017-2025";"Architecture (Q2); Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Bioengineering (Q4); Biomedical Engineering (Q4)";"Chemical Engineering; Computer Science; Engineering"
28;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";"Russian Psychological Society";Yes;Yes;0,231;Q3;17;45;153;2016;142;152;0,86;44,80;70,99;0;14;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Education (Q3); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
29;21100298667;"Center for Educational Policy Studies Journal";journal;"18559719, 22322647";"University of Ljubljana";Yes;Yes;0,226;Q3;24;55;104;2251;79;91;0,70;40,93;70,37;3;33;Slovenia;Eastern Europe;"University of Ljubljana";"2011-2024";"Education (Q3)";"Social Sciences"
30;21100787020;"Astra Salvensis (discontinued)";journal;"23441887, 23934727";"Transilvanian Association for the Literarure and Culture of Romanian People (ASTRA)";Yes;Yes;0,224;Q3;15;87;561;2560;247;555;0,70;29,43;61,33;0;15;Romania;Eastern Europe;"Transilvanian Association for the Literarure and Culture of Romanian People (ASTRA)";"2013-2022";"History (Q1); Literature and Literary Theory (Q1); Religious Studies (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
31;21100901016;"Journal of Language and Education";journal;"24117390";"National Research University Higher School of Economics";Yes;Yes;0,219;Q3;14;61;125;3247;122;123;0,86;53,23;52,68;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2018-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
32;12900154728;"New Educational Review";journal;"17326729";"Adam Marszalek Publishing House";No;No;0,219;Q3;18;78;239;1627;101;234;0,40;20,86;66,67;0;28;Poland;Eastern Europe;"Adam Marszalek Publishing House";"2008-2024";"Education (Q3)";"Social Sciences"
33;12100156089;"Ljetopis Socijalnog Rada";journal;"18465412";"University of Zagreb";Yes;Yes;0,214;Q3;12;32;63;1393;31;54;0,39;43,53;75,81;1;14;Croatia;Eastern Europe;"University of Zagreb";"2008-2024";"Education (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Social Work (Q4)";"Psychology; Social Sciences"
34;21100900142;"Theory and Practice of Second Language Acquisition";journal;"24505455, 24512125";"University of Silesia Press in Katowice";Yes;Yes;0,213;Q3;6;21;34;974;28;30;0,29;46,38;52,00;0;3;Poland;Eastern Europe;"University of Silesia Press in Katowice";"2018-2024";"Linguistics and Language (Q2); Education (Q3); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
35;21100970321;"Chemistry, Didactics, Ecology, Metrology";journal;"16409019, 20844506";"Sciendo";No;No;0,204;Q4;5;10;21;381;17;21;0,81;38,10;35,48;1;3;Poland;Eastern Europe;"Sciendo";"2019-2023";"Ecology (Q4); Education (Q4); Environmental Chemistry (Q4); Environmental Engineering (Q4)";"Environmental Science; Social Sciences"
36;21100258947;"Teoriya i Praktika Fizicheskoy Kultury";journal;"00403601";"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";No;No;0,204;Q4;14;511;1417;3132;245;1291;0,17;6,13;56,79;0;112;Russian Federation;Eastern Europe;"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";"1955, 1961, 2012-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Education (Q4)";"Health Professions; Social Sciences"
37;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";No;No;0,203;Q4;7;30;93;1004;53;91;0,43;33,47;75,47;0;13;Slovenia;Eastern Europe;"Pedagoska Obzorja d.o.o";"2008-2023";"Education (Q4)";"Social Sciences"
38;5700169467;"Sodobna Pedagogika/Journal of Contemporary Educational Studies";journal;"00380474";"Association of Slovenian Educationalists";No;No;0,201;Q4;8;72;129;2115;54;118;0,56;29,38;81,82;0;30;Slovenia;Eastern Europe;"Association of Slovenian Educationalists";"2015-2024";"Education (Q4)";"Social Sciences"
39;21101030204;"Journal of Women's Entrepreneurship and Education";journal;"18211283, 24060674";"Institute of Economic Sciences";Yes;No;0,199;Q4;10;27;32;706;27;31;0,84;26,15;62,96;1;19;Serbia;Eastern Europe;"Institute of Economic Sciences";"2019-2024";"Business, Management and Accounting (miscellaneous) (Q3); Gender Studies (Q3); Education (Q4)";"Business, Management and Accounting; Social Sciences"
40;21100886400;"Education and Self Development";journal;"19917740";"Kazan Federal University";Yes;No;0,196;Q4;10;63;120;1993;73;108;0,72;31,63;68,25;0;33;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2024";"Political Science and International Relations (Q3); Development (Q4); Education (Q4)";"Social Sciences"
41;21100827888;"Studia Paedagogica";journal;"18037437, 23364521";"Masaryk University, Faculty of Arts";Yes;Yes;0,192;Q4;9;29;100;1582;37;93;0,42;54,55;65,63;0;7;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2017-2024";"Education (Q4)";"Social Sciences"
42;11700154706;"Pedagogika";journal;"20290551, 13920340";"Vytautas Magnus University";Yes;Yes;0,175;Q4;11;51;172;2392;76;166;0,50;46,90;69,01;1;16;Lithuania;Eastern Europe;"Vytautas Magnus University";"2008-2025";"Education (Q4)";"Social Sciences"
43;21100229177;"Journal of Psychological and Educational Research";journal;"22471537";"Editura Universitati din Oradea";No;No;0,174;Q4;11;16;46;1011;24;46;0,50;63,19;66,27;0;6;Romania;Eastern Europe;"Editura Universitati din Oradea";"2011-2024";"Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
44;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";"Vserossiiskoe Obshchestvo Kardiologov";Yes;Yes;0,174;-;26;174;341;5915;324;340;1,01;33,99;62,41;2;75;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
45;7200153137;"Zbornik Instituta za Pedagoska Istrazivanja";journal;"05796431";"Institute for Educational Research";Yes;Yes;0,173;Q4;9;7;40;352;13;40;0,38;50,29;81,25;0;3;Serbia;Eastern Europe;"Institute for Educational Research";"2007-2024";"Education (Q4)";"Social Sciences"
46;21101055930;"Open Education Studies";journal;"25447831";"Walter de Gruyter GmbH";Yes;No;0,172;Q4;11;20;48;893;48;47;1,00;44,65;38,33;0;5;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2019-2025";"Social Sciences (miscellaneous) (Q3); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
47;21100781490;"Studies About Languages";journal;"16482824, 20297203";"Kauno Technologijos Universitetas";Yes;Yes;0,169;Q4;7;16;48;672;24;48;0,38;42,00;51,85;0;1;Lithuania;Eastern Europe;"Kauno Technologijos Universitetas";"2016-2024";"Archeology (arts and humanities) (Q2); Linguistics and Language (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
48;19900193932;"Informacios Tarsadalom";journal;"15878694";"Infonia";No;No;0,169;-;7;26;80;997;14;80;0,23;38,35;30,23;0;6;Hungary;Eastern Europe;"Infonia";"2008-2024";"Communication (Q3)";"Social Sciences"
49;21101040604;"Pedagogy of Physical Culture and Sports";journal;"26649837";"Iermakov Sergii Sidorovich";Yes;No;0,162;Q4;11;48;48;1759;38;48;0,79;36,65;35,80;0;5;Ukraine;Eastern Europe;"Iermakov Sergii Sidorovich";"2020-2024";"Education (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
50;21100881506;"Przestrzen Spoleczna";journal;"20841558, 20847696";"";Yes;No;0,160;-;7;10;49;299;27;39;0,79;29,90;53,85;0;3;Poland;Eastern Europe;"";"2018-2022";"Cultural Studies (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Urban Studies (Q3); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); Social Psychology (Q4)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
51;21101034433;"Musical Art and Education";journal;"23091428";"Moscow Pedagogical State University";Yes;No;0,159;Q4;5;45;67;1007;9;67;0,13;22,38;80,77;0;13;Russian Federation;Eastern Europe;"Moscow Pedagogical State University";"2019-2024";"Music (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Arts and Humanities; Psychology; Social Sciences"
52;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";"National Research University Higher School of Economics";No;No;0,159;Q4;10;53;148;1961;69;141;0,44;37,00;65,93;0;8;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
53;21100264880;"Orbis Scholae";journal;"18024637, 23363177";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,157;Q4;12;16;62;821;19;54;0,37;51,31;62,96;1;4;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2007-2011, 2013-2024";"Education (Q4)";"Social Sciences"
54;21100896893;"Frontiers of Nursing";journal;"25448994";"Sciendo";Yes;Yes;0,154;Q4;9;55;122;1957;68;122;0,46;35,58;54,55;1;13;Poland;Eastern Europe;"Sciendo";"2018-2024";"Education (Q4); Nursing (miscellaneous) (Q4)";"Nursing; Social Sciences"
55;21100913650;"Teaching of Mathematics";journal;"14514966, 24061077";"Drustvo Matematicara Srbije";Yes;Yes;0,153;Q4;10;7;29;156;6;29;0,14;22,29;30,77;0;1;Serbia;Eastern Europe;"Drustvo Matematicara Srbije";"1998-2024";"Education (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
56;21100910239;"Journal of Elementary Education";journal;"23504803, 18554431";"University of Maribor Press";Yes;Yes;0,152;Q4;8;34;77;1216;26;77;0,36;35,76;64,06;0;5;Slovenia;Eastern Europe;"University of Maribor Press";"2015-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
57;21100873638;"Philologia Estonica Tallinnensis";journal;"25046624, 25046616";"Tallinn University";Yes;No;0,152;Q4;5;6;29;171;7;28;0,15;28,50;71,43;0;1;Estonia;Eastern Europe;"Tallinn University";"2016-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
58;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";"LLC Ecological Help";No;No;0,151;Q4;10;223;701;6721;189;701;0,40;30,14;76,24;0;120;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
59;21100896882;"Journal of Educational and Social Research";journal;"2239978X, 22400524";"Richtmann Publishing Ltd";No;No;0,143;Q4;15;147;247;5309;117;247;0,45;36,12;48,05;1;62;Poland;Eastern Europe;"Richtmann Publishing Ltd";"2018-2025";"Education (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
60;21100925826;"Specijalna Edukacija i Rehabilitacija";journal;"14527367, 24061328";"University of Belgrade - Faculty of Special Education and Rehabilitation";Yes;Yes;0,141;Q4;4;17;56;715;12;56;0,23;42,06;76,36;0;9;Serbia;Eastern Europe;"University of Belgrade - Faculty of Special Education and Rehabilitation";"2018-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
61;14000156183;"Croatian Journal of Education";journal;"18485197, 18485189";"Faculty of Teacher Education, University of Zagreb";Yes;No;0,139;Q4;15;63;201;2491;59;179;0,21;39,54;61,64;0;22;Croatia;Eastern Europe;"Faculty of Teacher Education, University of Zagreb";"2011-2024";"Education (Q4)";"Social Sciences"
62;21100857102;"Ethics and Bioethics (in Central Europe)";journal;"13385615, 24537829";"Sciendo";Yes;Yes;0,138;Q4;6;26;57;910;16;56;0,11;35,00;21,88;0;7;Poland;Eastern Europe;"Sciendo";"2017-2024";"Philosophy (Q3); Education (Q4); Health Policy (Q4)";"Arts and Humanities; Medicine; Social Sciences"
63;14008;"Hrvatska Revija Za Rehabilitacijska Istrazivanja";journal;"13313010";"University of Zagreb, Faculty of Education and Rehabilitation Sciences";Yes;Yes;0,138;Q4;13;18;53;1051;17;52;0,31;58,39;94,59;1;7;Croatia;Eastern Europe;"University of Zagreb, Faculty of Education and Rehabilitation Sciences";"1999-2006, 2008-2024";"Education (Q4); Health (social science) (Q4); Rehabilitation (Q4); Social Sciences (miscellaneous) (Q4)";"Medicine; Social Sciences"
64;21100455214;"Caritas et Veritas";journal;"18050948";"University of South Bohemia";Yes;No;0,130;Q4;3;38;95;1492;3;91;0,04;39,26;35,71;0;7;Czech Republic;Eastern Europe;"University of South Bohemia";"2015-2024";"Religious Studies (Q2); Philosophy (Q3); Education (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
65;35961;"Glasnik - Srpskog Geografskog Drustva";journal;"2406078X, 03503593";"Geografsko Drustvo";Yes;Yes;0,130;Q4;6;11;25;458;11;25;0,44;41,64;32,26;0;6;Serbia;Eastern Europe;"Geografsko Drustvo";"1981-1984, 2019-2024";"Atmospheric Science (Q4); Education (Q4); Geography, Planning and Development (Q4); Geology (Q4); Global and Planetary Change (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
66;21100802855;"Novosibirsk State Pedagogical University Bulletin";journal;"22263365";"Novosibirsk State Pedagogical University";No;No;0,128;Q4;10;0;89;0;34;89;0,00;0,00;0,00;0;0;Russian Federation;Eastern Europe;"Novosibirsk State Pedagogical University";"2016-2018";"Education (Q4)";"Social Sciences"
67;21101037306;"Journal of Teaching English for Specific and Academic Purposes";journal;"23349182, 23349212";"University of Nis";No;No;0,126;Q4;6;67;79;1590;26;75;0,33;23,73;86,11;0;24;Serbia;Eastern Europe;"University of Nis";"2019-2025";"Education (Q4)";"Social Sciences"
68;21101034439;"Studia Sportiva";journal;"25708783, 18027679";"Masaryk University Faculty of Sports Studies";No;No;0,124;Q4;4;14;16;552;4;16;0,25;39,43;32,43;0;5;Czech Republic;Eastern Europe;"Masaryk University Faculty of Sports Studies";"2019-2024";"Applied Psychology (Q4); Education (Q4); Health (social science) (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Health Professions; Medicine; Psychology; Social Sciences"
69;21101038734;"Infectious Diseases: News, Opinions, Training";journal;"26587394, 23053496";"Geotar Media Publishing Group";No;No;0,120;Q4;8;62;129;1360;59;126;0,46;21,94;64,73;0;29;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"2019-2024";"Education (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Medicine; Social Sciences"
70;21100851349;"Metodicki Ogledi";journal;"18482325, 0353765X";"Croatian Philosophical Society";No;No;0,118;Q4;4;33;34;1424;5;33;0,18;43,15;76,56;0;16;Croatia;Eastern Europe;"Croatian Philosophical Society";"2017-2024";"Philosophy (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
71;21100223584;"Specialusis Ugdymas";journal;"24243299, 13925369";"Vilnius University Press";Yes;Yes;0,118;Q4;7;10;23;556;4;23;0,00;55,60;100,00;0;5;Lithuania;Eastern Europe;"Vilnius University Press";"2016-2024";"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
72;21100265696;"International Journal of Euro-Mediterranean Studies";journal;"22326022, 18553362";"EMUNI University";Yes;Yes;0,117;Q4;5;9;42;541;4;27;0,13;60,11;56,52;0;3;Slovenia;Eastern Europe;"EMUNI University";"2012-2024";"History (Q3); Economics and Econometrics (Q4); Education (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
73;19700188212;"Journal of Special Education and Rehabilitation";journal;"14096099, 1857663X";"Faculty of Philosophy in Skopje";Yes;Yes;0,117;Q4;8;0;27;0;9;25;0,00;0,00;0,00;0;0;Macedonia;Eastern Europe;"Faculty of Philosophy in Skopje";"2010-2019";"Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
74;21101037305;"Russian Psychological Journal";journal;"18121853, 24115789";"Russian Psychological Society";Yes;No;0,117;Q4;5;31;52;1119;11;52;0,21;36,10;70,33;0;7;Russian Federation;Eastern Europe;"Russian Psychological Society";"2019-2024";"Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
75;21100829711;"ELOPE: English Language Overseas Perspectives and Enquiries";journal;"15818918, 23860316";"Ljubljana University Press";Yes;Yes;0,114;Q4;5;23;57;934;12;55;0,15;40,61;61,54;0;5;Slovenia;Eastern Europe;"Ljubljana University Press";"2015-2024";"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
76;21100927241;"Acta Paedagogica Vilnensia";journal;"13925016, 1648665X";"Vilnius University Press";Yes;Yes;0,112;Q4;5;26;53;796;11;46;0,21;30,62;75,41;0;10;Lithuania;Eastern Europe;"Vilnius University Press";"2019-2024";"Education (Q4)";"Social Sciences"
